"location","county","date","visitor","algaeobserved","algalid","cyanobacteriadominant","toxinpresent","mcvalue","mcqualifier","cylvalue","cylqualifier","anavalue","anaqualifier","saxvalue","saxqualifier","nodvalue","nodqualifier","othertoxins","comments","datetime","latitude","longitude","sampledepth","picurl"
"Stick Marsh - North (STKM)","IndianRiver",2024-12-26,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","HAB Routine sample. No bloom observed.",2024-12-26 14:57:00,27.81065,-80.724854,0.303,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14622/attachments/12347?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Blue Cypress Lake - Center (BCL)","IndianRiver",2024-12-26,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","HAB Routine Sample. No bloom observed.",2024-12-26 14:05:00,27.7266,-80.7536,0.311,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14621/attachments/12346?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Waunatta - W Shore","Orange",2024-12-19,"CEROC","Yes","Co-dominant taxa were: Microcystis aeruginosa and Botryococcus braunii","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Sunny",2024-12-19 18:33:00,28.6004532213349,-81.2831583305304,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14619/attachments/12340?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Mabel - Center","Orange",2024-12-19,"County","Yes","Dominant taxon: Oscillatoria sp.","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Minimal bloom present in SE corner of lake",2024-12-19 16:20:00,28.432331,-81.543872,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14620/attachments/12343?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Monroe - Center (LMAC)","Volusia",2024-12-18,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,2024-12-18 15:22:00,28.83496,-81.27091,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14615/attachments/12331?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Jesup - Center (OW-CTR)","Seminole",2024-12-18,"SJRWMD","No","Dominant taxon: Raphidiopsis raciborskii","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,2024-12-18 15:13:00,28.7268,-81.2111,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14614/attachments/12330?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Olive - S Shore","Orange",2024-12-17,"CEROC","No","Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Cloudy and breezy. Duckweed covering half of lake surface",2024-12-17 17:30:00,28.539100170993,-81.367787489252,0.1,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14612/attachments/12325?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Ola - NE Dock","Orange",2024-12-17,"CEROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.17,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Cloudy with calm water",2024-12-17 16:19:00,28.7574906579979,-81.6257824167866,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14611/attachments/12322?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Butler - W Shore","Orange",2024-12-17,"CEROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Sunny with calm water",2024-12-17 15:21:00,28.4865546920059,-81.5673586286561,0.2,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14610/attachments/12319?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Roberts - S Dock","Orange",2024-12-17,"CEROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Sunny with a breeze. Algae specks still visible throughout water column with wind blown accumulation along shoreline",2024-12-17 14:52:00,28.5136656424058,-81.5736819318113,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14609/attachments/12316?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Washington - Center (LWC)","Brevard",2024-12-17,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Sunny and clear skies",2024-12-17 13:22:00,28.142439,-80.746111,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14608/attachments/12314?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Bass Lake - E Shore","Orange",2024-12-16,"CEROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Overcast and raining ",2024-12-16 19:27:00,28.5115804989157,-81.3412204385561,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14606/attachments/12311?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Rowena - W Shore","Orange",2024-12-16,"CEROC","Yes","Co-dominant taxa were: Microcystis aeruginosa and Microcystis wesenbergii","Yes","Yes",0.25,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Cloudy and scattered rain",2024-12-16 18:01:00,28.5707202972997,-81.3640366267866,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14604/attachments/12305?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Marian - Pavilion","Osceola",2024-12-16,"CEROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.89,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Cloudy and scattered rain",2024-12-16 16:40:00,27.8717942781531,-81.0518280934737,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14605/attachments/12308?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"St. Johns River - Buzzard Island","Putnam",2024-12-12,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Clear skies, windy ",2024-12-12 16:04:00,29.6037261638606,-81.5994468432993,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14603/attachments/12304?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake George - Center (LEO)","Volusia",2024-12-12,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Clear skies, windy",2024-12-12 14:13:00,29.30830556,-81.60638889,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14602/attachments/12303?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"St. Johns River - across from Drayton Island","Putnam",2024-12-12,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Clear skies, cold",2024-12-12 13:52:00,29.3843041309364,-81.6396668841621,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14601/attachments/12302?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Crescent Lake - mouth of Dunns Creek (CRESLM)","Putnam",2024-12-11,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Overcast, windy ",2024-12-11 13:39:00,29.52955556,-81.55372222,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14599/attachments/12300?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Olive - S Shore","Orange",2024-12-09,"CEROC","No","not received",,,,"received",,,,,,,,,"not received","Lemna present and abundant/ Sunny, 70s
",2024-12-09 18:18:00,28.5391084676859,-81.3677497362141,0.25,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14589/attachments/12292?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Roberts - S Dock","Orange",2024-12-09,"CEROC","Yes","not received",,,,"received",,,,,,,,,"not received","Sunny, 70s",2024-12-09 17:12:00,28.5136547228468,-81.5736807732606,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14588/attachments/12291?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Clapboard Creek - Gate Ln","Duval",2024-12-09,"NEROC","Yes","Dominant taxon: Chlorophyceae","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,2024-12-09 17:05:00,30.4625557292539,-81.5488256408304,0.05,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14587/attachments/12288?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Butler - W Shore","Orange",2024-12-09,"CEROC","Yes","not received",,,,"received",,,,,,,,,"not received","Sunny, 70s",2024-12-09 16:49:00,28.4865969516404,-81.5670143691767,0.2,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14590/attachments/12293?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"St. Johns River - Shands Bridge (20030157)","StJohns",2024-12-09,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Cloudy and cool.",2024-12-09 16:30:00,29.98163056,-81.62213889,0.295,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14586/attachments/12287?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Hancock - John Hancock Dr Boat Ramp","Orange",2024-12-09,"CEROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.11,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Sunny, 70s
",2024-12-09 16:13:00,28.4606621976726,-81.6192479645617,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14591/attachments/12294?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Doctors Lake - Center (DTL)","Clay",2024-12-09,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Cloudy and cool.
",2024-12-09 15:20:00,30.13805556,-81.72722222,0.302,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14585/attachments/12286?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"St. Johns River - Mandarin Point (MP72)","Duval",2024-12-09,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Cloudy and cool.
",2024-12-09 14:57:00,30.15666667,-81.68388889,0.301,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14584/attachments/12285?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Harris Bayou - Center (SNKLCA)","Lake",2024-12-05,"SJRWMD","No","Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,2024-12-05 16:20:00,28.821611,-81.822889,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14583/attachments/12282?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Yale - Northwest Shore","Lake",2024-12-05,"SJRWMD","No","Co-dominant taxa were: Microcystis aeruginosa and Raphidiopsis raciborskii","Yes","Yes",0.12,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",0.2,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: 0.20 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.); Nodularin-R: not detected; Saxitoxins: not detected",,2024-12-05 13:30:00,28.92954244,-81.76172726,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14582/attachments/12280?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Bass Lake - E Shore","Orange",2024-12-02,"CEROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.39,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Cool temps, Sunny, & breezy. Algae densely distributed throughout water colum with scum accumulating along shore",2024-12-02 19:37:00,28.5115718050381,-81.3412316135467,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14566/attachments/12260?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Ola - NE Dock","Orange",2024-12-02,"CEROC","Yes","Co-dominant taxa were: Microcystis sp. and Botryococcus braunii","Yes","Yes",0.41,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Algae specks visible in water column. Sunny with a slight breeze",2024-12-02 18:08:00,28.757503186346,-81.6257868548712,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/14567/attachments/12263?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
