location,county,date,visitor,algaeobserved,algalid,cyanobacteriadominant,toxinpresent,mcvalue,mcqualifier,cylvalue,cylqualifier,anavalue,anaqualifier,saxvalue,saxqualifier,nodvalue,nodqualifier,othertoxins,comments,datetime,latitude,longitude,sampledepth,picurl
St. Johns River - at Worth Dr S,Duval,11/18/2021,DEP_NE_ROC,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,11/18/2021 19:00,30.2714012,-81.655107,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3268/attachments/2858?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Doctors Lake - Mill Cove,Clay,11/18/2021,DEP_NE_ROC,Yes,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,11/18/2021 17:00,30.1231267,-81.727525,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3267/attachments/2855?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Washington - Center (LWC),Brevard,11/18/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,11/18/2021 14:09,28.14433143,-80.74569967,0.3,
Sawgrass Lake - from CWC dock,Lake,11/17/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,0.41,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,11/17/2021 19:00,28.4336228,-81.6891351,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3266/attachments/2854?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Crescent Lake - South Shore near Hopkins Point,Putnam,11/17/2021,SJRWMD,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,5.4,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,11/17/2021 18:38,29.384665,-81.472682,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3272/attachments/2867?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Speer - SE boat ramp,Orange,11/17/2021,DEP_CEN_ROC,Yes,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,Small globs and fine hairlike algae suspended in column,11/17/2021 17:40,28.4733,-81.5932,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3265/attachments/2853?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Crescent Lake - mouth of Dunns Creek (CRESLM),Putnam,11/17/2021,SJRWMD,No,Dominant taxon: Microcystis aeruginosa,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,11/17/2021 17:33,29.52955556,-81.55372222,0.3,
Crescent Lake - Sunrise Park Boat Ramp,Putnam,11/17/2021,SJRWMD,No,Dominant taxon: Microcystis aeruginosa,Yes,Yes,0.13,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,11/17/2021 17:01,29.4282,-81.5063,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3273/attachments/2870?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
St. Johns River - near San Mateo,Putnam,11/16/2021,SJRWMD,Yes,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,11/16/2021 18:04,29.603226,-81.5992,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3261/attachments/2851?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Lorraine - West,Volusia,11/16/2021,DEP_CEN_ROC,Yes,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,In water column,11/16/2021 17:00,28.880922,-81.224442,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3259/attachments/2848?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
SJR - Shands Bridge (20030157),StJohns,11/16/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,11/16/2021 15:40,29.98163056,-81.62213889,0.3,
Doctors Lake - Center (DTL),Clay,11/16/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,11/16/2021 14:31,30.13805556,-81.72722222,0.3,
SJR - Mandarin Point (MP72),Duval,11/16/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,11/16/2021 14:12,30.15666667,-81.68388889,0.3,
Lake Eustis - canal near Linda Lane,Lake,11/9/2021,DEP_CEN_ROC,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,Windy,11/9/2021 16:30,28.8421844,-81.7539987,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3252/attachments/2847?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake George - Center (LEO),Volusia,11/9/2021,SJRWMD,No,Dominant taxon: Microcystis aeruginosa,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,11/9/2021 13:59,29.30830556,-81.60638889,0.3,
Doctors Lake - Pace Island Dock,Clay,11/4/2021,DEP_NE_ROC,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,11/4/2021 18:00,30.1363685,-81.7206594,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3246/attachments/2842?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Doctors Lake - Mill Cove,Clay,11/4/2021,DEP_NE_ROC,No,Dominant taxon: Microcystis aeruginosa,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,11/4/2021 17:00,30.1230354,-81.7275554,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3245/attachments/2839?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Doctors Lake - White Owl Rd,Clay,11/4/2021,DEP_NE_ROC,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,11/4/2021 16:30,30.1151368,-81.7466309,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3244/attachments/2836?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Pottsburg Creek - River Hills Cr E,Duval,11/4/2021,DEP_NE_ROC,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,11/4/2021 14:25,30.314707,-81.594335,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3242/attachments/2830?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Anderson - Center ,Orange,11/4/2021,County,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,0.15,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,Orange County - follow up visit ,11/4/2021 14:25,28.499,-81.337,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3248/attachments/2846?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
St. Johns River - Riverside Way,Duval,11/4/2021,DEP_NE_ROC,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,11/4/2021 14:20,29.6032548,-81.5989212,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3243/attachments/2833?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
St. Johns River - Arlington Boat Ramp,Duval,11/4/2021,DEP_NE_ROC,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,11/4/2021 13:55,30.3338446,-81.6124435,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3241/attachments/2827?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Speer - SE boat ramp,Orange,11/4/2021,County,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,0.45,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,Orange County- follow up visit,11/4/2021 13:10,28.4733,-81.5932,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3247/attachments/2845?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Lorraine - West,Volusia,11/1/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,0.26,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,Water turbid and green,11/1/2021 17:45,28.880922,-81.224442,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3230/attachments/2824?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Christopher Creek - below San Jose Blvd,Duval,11/1/2021,DEP_NE_ROC,Yes,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,11/1/2021 17:05,30.2526633,-81.6419967,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3227/attachments/2821?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
"St. Johns River - Yacht Basin, near Ortega River",Duval,11/1/2021,DEP_NE_ROC,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,11/1/2021 16:35,30.2509517,-81.689655,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3226/attachments/2818?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
St. Johns River - end of Blake Ave,Clay,11/1/2021,DEP_NE_ROC,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,11/1/2021 15:50,30.174365,-81.6971417,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3225/attachments/2815?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
St. Johns River - Mouth of Deep Bottom Creek,Duval,11/1/2021,DEP_NE_ROC,Yes,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,11/1/2021 15:15,30.1771867,-81.6428967,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3224/attachments/2812?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
St. Johns River - Plummer's Cove,Duval,11/1/2021,DEP_NE_ROC,Yes,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,11/1/2021 14:45,30.1914225,-81.6370421,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3223/attachments/2809?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
St. Johns River - Mouth of Goodbys Creek,Duval,11/1/2021,DEP_NE_ROC,Yes,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,11/1/2021 14:05,30.2162728,-81.6228615,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3222/attachments/2806?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Howell - SW Corner,Seminole,10/28/2021,DEP_CEN_ROC,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,Water green but no visible bloom,10/28/2021 17:01,28.6368,-81.3177,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3221/attachments/2804?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake George - Center (LEO),Volusia,10/27/2021,SJRWMD,No,Dominant taxon: Microcystis aeruginosa,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,10/27/2021 15:44,29.30830556,-81.60638889,0.3,
Crescent Lake - mouth of Dunns Creek (CRESLM),Putnam,10/27/2021,SJRWMD,No,Dominant taxon: Microcystis aeruginosa,Yes,Yes,0.43,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,10/27/2021 14:00,29.52955556,-81.55372222,0.3,
Crescent Lake - South Side of City Dock,Putnam,10/27/2021,SJRWMD,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,0.64,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,10/27/2021 13:21,29.42825,-81.50633,0.3,
Lake Emerald - SE park shore,Orange,10/26/2021,DEP_CEN_ROC,No,mixed algae; no dominant species in sample,No,Yes,0.41,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,Water green with no visible bloom and clear surface except for a few patches of floating sheen near shoreline ,10/26/2021 16:15,28.529847,-81.362979,0.2,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3208/attachments/2797?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Jesup - Center (OW-CTR),Seminole,10/26/2021,SJRWMD,Yes,Dominant taxon: Cylindrospermopsis raciborskii,Yes,Yes,0.25,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),0.26,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 0.26 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.); Nodularin: not detected; Saxitoxins: not detected,,10/26/2021 15:34,28.72678,-81.21107,0.3,
Lake Copeland - SE Corner,Orange,10/26/2021,DEP_CEN_ROC,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,Water green with no visible bloom and clear surface,10/26/2021 15:21,28.526,-81.3738,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3207/attachments/2796?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Monroe - Center (LMAC),Volusia,10/26/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected,,10/26/2021 14:07,28.83497222,-81.27091667,0.3,
"St. Johns River - St. Johns Marina, Jacksonville",Duval,10/25/2021,DEP_NE_ROC,Yes,mixed algae; no dominant species in sample,No,Yes,0.27,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected,,10/25/2021 17:20,30.3200169,-81.6620238,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3202/attachments/2794?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
